Shakira Miller,"Psychotherapy, LPC","Shakira Miller has over 13 years of experience providing mental health support services to adolescents, adults, couples, and families. Implementing CBT methods and a strengths-based, solution-focused approach, Shakira is devoted to goal progress and social, emotional, and developmental wellness.","Anxiety and panic disorders, Depression, Parenting, Personality disorders, Self-harm and suicidal feelings","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$80-140,$80,$140,"Delaware, Virginia"
Giovanni Pierre,"Medication Management, PMHNP; CRNP-PMH","Giovanni Pascal Pierre is a psychiatric nurse practitioner with several years of experience. He has developed skills with many psychiatric diagnoses, including ADHD, depression, anxiety disorders, adjustment disorders, bipolar disorders, and related disorders. Giovanni also specializes in treating LGBTQ+ issues and issues affecting BIPOC communities.","General mental health, Anxiety and panic disorders, Depression, ADD/ADHD, Trauma and post-traumatic stress disorder (PTSD)","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Blue Cross Blue Shield of Massachusetts, including BlueCard Network access, Nippon, United Healthcare Shared Services, Surest (Formerly Bind), Health Plans Inc., See your cost estimate",No data,$200-260,$200,$260,"Colorado, Connecticut, Delaware, Florida, Maryland, New Mexico, Oregon, Tennessee, Vermont, Virginia, West Virginia"
Trey Bell,"Psychotherapy, LCSW","Trey Bell is a licensed clinical social worker with over a decade of experience working as an outpatient therapist. Trey works with clients of all demographics but specializes in helping men tap into their emotions or masculinity and teens transitioning into adulthood. Trey is trained in mindfulness meditation, interpersonal neurobiology, and cognitive behavioral therapy.","Coaching, General mental health, Anxiety and panic disorders, Personal growth and self-esteem, General relationship challenges (family, friends, co-workers), Men’s mental health","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, See your cost estimate",No data,$80-140,$80,$140,Delaware
Joan Terese Rayner,"Psychotherapy, LCSW","Joan Rayner focuses on working with those affected by trauma by helping them develop healthy coping skills and healthier patterns, identify strengths, and build support systems. She believes the client’s needs and preferences are critical to the successful resolution of their difficulties.","Anxiety and panic disorders, Depression, Grief and loss, General relationship challenges (family, friends, co-workers), Trauma and post-traumatic stress disorder (PTSD)","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$200-260,$200,$260,Delaware
Veronica Valania,"Psychotherapy, LCSW","Veronica Valania is an LCSW in Delaware. Through warmth, compassion, and empathy, she creates a safe place for clients to begin transformative journeys of finding their voices and their strengths.","Anxiety and panic disorders, Life transitions, Eating disorders and body image, Women’s mental health, Infertility","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Blue Cross Blue Shield of Massachusetts, including BlueCard Network access, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, See your cost estimate",No data,$80-140,$80,$140,Delaware
Tonya Jacobs,"Psychotherapy, LPC, LMSW","Tonya Jacobs, LPCMH is devoted to supporting clients in addressing issues related to grief, loss, anxiety, depression, relationships, and stress. With empathy and compassion, she offers a safe and caring space to work together to address your needs. In this process, you will gain greater insight and coping skills to create and/or maintain healthy relationships.","Anxiety and panic disorders, Depression, Grief and loss, General relationship challenges (family, friends, co-workers), Women’s mental health","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Nippon, See your cost estimate",No data,$140-200,$140,$200,Delaware
Christina Reed,"Medication Management, NP","Christina Reed is a board-certified family psychiatric-mental health nurse practitioner with prescriptive authority. This allows her to prescribe and manage medications for patients across the lifespan. She specializes in diagnosing and treating ADHD, anxiety, depression, PTSD, and mood disorders. She provides all her clients with upbeat, stigma-free, and individualized care.","General mental health, Anxiety and panic disorders, Depression, ADD/ADHD, Obsessive-Compulsive Disorder","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Horizon Blue Cross Blue Shield, Meritain, United Healthcare Shared Services, See your cost estimate",No data,$140-200,$140,$200,"Delaware, Pennsylvania"
Sabrina Veney,"Psychotherapy, LPCMH","Sabrina Veney takes both person-centered and strengths-based approaches to working with adults. She enjoys helping people with anxiety, sadness, and low self-esteem. Her goal is to help each individual feel empowered as they navigate through their journey of life to find their purpose and passion.","General mental health, Anxiety and panic disorders, Personal growth and self-esteem, Addiction and substance misuse, Trauma and post-traumatic stress disorder (PTSD)","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, See your cost estimate",No data,$80-140,$80,$140,Delaware
Jacqueline Sixbey,"Psychotherapy, LPC","Jacqueline Sixbey’s counseling style is personable and supportive. She is present for her client and here to assist them in breaking down problems, setting goals, and finding manageable ways to meet these goals. She focuses on building trust to help each client find their way through tough times. Her goal is to help clients develop more positive outlooks on life.","Coaching, Life transitions, Personal growth and self-esteem, General relationship challenges (family, friends, co-workers), Marriage and partnerships, Women’s mental health","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Horizon Blue Cross Blue Shield, Meritain, Anthem Blue Cross Blue Shield, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Blue Cross Blue Shield of Wyoming, Highmark Blue Cross Blue Shield Delaware, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$80-140,$80,$140,"Delaware, New Jersey, Wyoming"
Denise Fuller,"Psychotherapy, LCSW","Denise Fuller's personal mission is to support her clients through life’s challenges and transitions, recognizing that the client is the expert. Denise uses a client-centered approach to foster an environment that is safe, open, and nonjudgmental. Multiple therapeutic modalities are utilized to help the client find solace within.","General mental health, Anxiety and panic disorders, Depression, General relationship challenges (family, friends, co-workers), Women’s mental health","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Blue Cross Blue Shield of Massachusetts, including BlueCard Network access, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$80-140,$80,$140,Delaware
Mariella Roberts,"Psychotherapy, LPC","Mariella Roberts is a bilingual counselor with 30 years of experience working in mental health, addictions, trauma, and perinatal mental health. Mariella has a strong yoga/mindfulness practice and a connection with nature and art. She takes a mind-body, trauma-informed approach, focusing on mindful self-compassion, value-oriented action, and resource building.","General mental health, Grief and loss, Personal growth and self-esteem, General relationship challenges (family, friends, co-workers), Pregnancy, prenatal, postpartum","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$140-200,$140,$200,Delaware
Stephen Homsey,"Psychotherapy, LCSW",Stephen Homsey is an experienced social worker with a diverse client background. Stephen recognizes that grief and trauma are universal and hopes to work with clients to help them live their best lives. He has an eclectic approach tailored to each client and their needs.,"Depression, Grief and loss, General relationship challenges (family, friends, co-workers), LGBTQIA+, Schizophrenia and psychotic disorders","Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$80-140,$80,$140,"Delaware, New York"
Shanika H. Sanchez,"Psychotherapy, LCSW","Shanika Sanchez has almost two decades of experience treating families, adults, and children identifying as having bi-racial or multi-racial ethnicities. Shanika takes on a person-centered, holistic, and trauma-informed approach when working with the many individuals she serves. Shanika believes that therapy can help guide a person toward the answers that they have within them.","Anxiety and panic disorders, Depression, Personal growth and self-esteem, ADD/ADHD, Trauma and post-traumatic stress disorder (PTSD)","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Blue Cross Blue Shield of Massachusetts, including BlueCard Network access, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, See your cost estimate",No data,$80-140,$80,$140,"Delaware, Michigan"
Elizabeth Wolf,"Psychotherapy, LCSW","Elizabeth Wolf is a fiercely care-centered counselor with nearly two decades of experience guiding exploratory processes. She works from a possibility-oriented framework as an advocate and resource for individuals and families facing transitional processes, particularly those navigating a new serious illness diagnosis, facing the end of life, or grieving significant loss.","General mental health, Grief and loss, Personal growth and self-esteem, Chronic illness, pain and sleep disorders, General relationship challenges (family, friends, co-workers)","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Blue Cross Blue Shield of Massachusetts, including BlueCard Network access, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$80-140,$80,$140,Delaware
Alexandra Theis,"Psychotherapy, LMHC, LPC","Alexandra Theis has over a decade of experience treating adults and families. She has worked with individuals seeking guidance through life transitions, overcoming depression, and wanting to learn how to live a healthier life. Alexandra utilizes an integrative approach to her therapy, implementing various techniques from different orientations in her virtual therapy sessions.","General mental health, Depression, Life transitions, Weight loss, Women’s mental health","UnitedHealthcare, Oxford Health Plans, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$140-200,$140,$200,"Delaware, Florida, Tennessee"
Lola Sulaimon,"Medication Management, NP","Lola Sulaimon is a board-certified psychiatric-mental health nurse practitioner (PMHNP-BC) with 12+ years of psychiatric experience. She manages a wide range of mental health concerns. She is skilled in medication management and utilizes aspects of psychodynamics, CBT, and stabilization while building a rapport, forming individualized treatment plans, and managing care.","Anxiety and panic disorders, Depression, Bipolar Disorder, Obsessive-Compulsive Disorder, Trauma and post-traumatic stress disorder (PTSD)","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Beacon Health Options, Meritain, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$140-200,$140,$200,"Arizona, Colorado, Delaware, Maryland, New York, Utah"
Alisha Fletcher,"Psychotherapy, LCSW",Alisha Fletcher is a graduate of the University of Pennsylvania. She is a dynamic therapist who specializes in working with children with and without developmental disabilities and their families. She specializes in working with autistic children and their families.,"Coaching, Parenting, ADD/ADHD, Autism Spectrum Disorder, Learning disabilities, Pediatrics","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Blue Cross Blue Shield of Massachusetts, including BlueCard Network access, See your cost estimate",No data,$80-140,$80,$140,"Delaware, Pennsylvania"
Edewor (Ben) Osevwe,"Medication Management, NP","Edewor Ben Osevwe is your friendly PMHNP-BC! With experience helping adults aged 18-65, he's dedicated to mental wellness. Empathetic and skilled, Edewor is here to support you on your journey to a happier and healthier life.","General mental health, Anxiety and panic disorders, Depression, Bipolar Disorder, Schizophrenia and psychotic disorders","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Blue Cross Blue Shield of Massachusetts, including BlueCard Network access, Nippon, See your cost estimate",No data,$140-200,$140,$200,"Arizona, California, Colorado, Delaware, Minnesota, Nevada, New Hampshire, New Mexico, Oregon, Texas, Washington, Washington, D.C."
Bianca Ranger,"Psychotherapy, LCSW","Bianca Ranger has years of experience treating adults and adolescents. Bianca's therapeutic approach is strengths-based and person-centered, and she utilizes CBT, solution-focused therapy, and other therapeutic modalities to individualize each client's experience.","General mental health, Anxiety and panic disorders, Depression, Women’s mental health, Personality disorders","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Anthem Blue Cross Blue Shield, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$140-200,$140,$200,Delaware
Ronnie Lee,"Psychotherapy, Licensed Psychologist","Ronnie Lee is a licensed psychologist who completed his post-doctoral fellowship at Baylor College of Medicine/Ben Taub Hospital. His prior clinical experiences consisted of Jackson Memorial/University of Miami Hospital and Regional Memorial Neuroscience Institute. He places a particular emphasis on behavioral medicine, eating disorders, and assessment.","Anxiety and panic disorders, Eating disorders and body image, ADD/ADHD, Neuropsychological evaluations and testing, Personality disorders","Cigna, Aetna, See your cost estimate",No data,No data,No data,No data,"Alabama, Arizona, Arkansas, Colorado, Connecticut, Delaware, Georgia, Idaho, Illinois, Indiana, Kansas, Kentucky, Maine, Maryland, Minnesota, Missouri, Nebraska, New Hampshire, New Jersey, North Carolina, Ohio, Oklahoma, Pennsylvania, Rhode Island, Tennessee, Texas, Utah, Virginia, Washington, West Virginia, Wisconsin, Washington, D.C."
Diane Kedzierski,"Psychotherapy, Licensed Psychologist","Dr. Diane Kedzierski is a licensed clinical psychologist who offers a strength-based and solution-based approach to identifying and treating issues that are a source of distress for clients. She utilizes evidence-based treatments in working with clients to address areas of perceived weakness, identify strengths, reduce feelings of distress, and improve daily functioning.","General mental health, Anxiety and panic disorders, Depression, Personal growth and self-esteem, LGBTQIA+","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Beacon Health Options, Harvard Pilgrim, Meritain, Anthem Blue Cross Blue Shield, Lucet, Florida Blue, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$140-200,$140,$200,"Delaware, Florida"
Shalyn Leigh,"Psychotherapy, LPC","Shalyn Leigh knows that pressure, stress, anxiety, and trauma can strain your identity and sense of self. Whether you are a teen seeking independence, a young adult, or an adult facing life’s surprises, she is here to guide you. Together, she helps you identify your core beliefs, explore stress responses, and challenge self-defeating thoughts that obstruct your path.","Anxiety and panic disorders, Depression, Grief and loss, Life transitions, Marriage and partnerships","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Harvard Pilgrim, Meritain, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$140-200,$140,$200,"Delaware, Pennsylvania"
Antonio Pedulla,"Medication Management, NP","Antonio Pedulla is a psychiatric nurse practitioner who has experience working with individuals across the lifespan but focuses on adolescents and above. His treatment specialties include anxiety, depression, OCD, eating disorders, and psychedelic-assisted therapy. He takes a holistic and novel approach in order to determine the best treatment plan for each individual.","Anxiety and panic disorders, Depression, Eating disorders and body image, Weight loss, Men’s mental health","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$140-200,$140,$200,"Arizona, Delaware, Idaho, Maine, Maryland, Oregon, Pennsylvania, Washington"
Alec Peer,"Psychotherapy, LCSW","Alec Peer has 10+ years of experience helping people with trauma, anxiety, substance issues, and relationship challenges. Alec takes a trauma-informed approach (EMDR trained), focusing on the way past experiences cause problems in the present. Alec uses a combination of open discussion and focused goal-setting to help those he works with achieve mental wellness.","Anxiety and panic disorders, Grief and loss, General relationship challenges (family, friends, co-workers), Addiction and substance misuse, Trauma and post-traumatic stress disorder (PTSD)","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$80-140,$80,$140,"Delaware, Maryland"
Shaynelle Bordley-Barnes,"Psychotherapy, LPC","Shaynelle has an extensive history of working with high-risk and detained adolescents and young adults who present with co-occurring disorders and a significant number of economic barriers. She believes in rehabilitation and that we all have an innate drive to become successful. We can find this success with support, resources, and identifying our life's purpose.","General mental health, Grief and loss, Personal growth and self-esteem, General relationship challenges (family, friends, co-workers), LGBTQIA+","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, See your cost estimate",No data,No data,No data,No data,"Delaware, Washington, D.C."
Erika Stewart,"Medication Management, NP",Erika Stewart is a board-certified psychiatric-mental health nurse practitioner (PMHNP-BC) with training and experience in caring for women throughout the perinatal period. Erica has a perinatal mental health certification from Postpartum Support International.,"Anxiety and panic disorders, Depression, Women’s mental health, Bipolar Disorder, Pregnancy, prenatal, postpartum","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Anthem Blue Cross Blue Shield, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$200-260,$200,$260,"Delaware, Maryland, Washington, D.C."
Faiza Haque,"Medication Management, NP","Faiza Haque holds a multistate license as an advanced practice registered nurse. Her approach to care is rooted in preventive care. She believes in the power of merging sound medical judgment with cutting-edge technology and a holistic approach. Continuous education allows her to offer patients relevant and effective treatments, empowering them to make well-informed decisions.","Anxiety and panic disorders, ADD/ADHD, Autism Spectrum Disorder, Bipolar Disorder","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,No data,No data,No data,"Colorado, Delaware, New Mexico, Texas"
Veronica Kwegyir-Afful,"Medication Management, NP","Veronica Kwegyir-Afful is a board-certified family and psychiatric mental health nurse practitioner with over 22 years of experience in family medicine, military/veteran health, and psychiatric medication management. Veronica is an empathetic and understanding provider with an aptitude for developing treatment plans for patients with chronic medical and psychiatric conditions.","Anxiety and panic disorders, Depression, ADD/ADHD, Addiction and substance misuse, Trauma and post-traumatic stress disorder (PTSD)","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Blue Cross Blue Shield of Massachusetts, including BlueCard Network access, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$200-260,$200,$260,"Delaware, Maryland, Virginia, Washington, D.C."
Summer-Leigh Post,"Psychotherapy, LPC","Summer Post is a licensed clinical mental health counselor (LCMHC) and licensed master social worker (LMSW) with several years of experience working with individuals who are coping with severe and persistent mental illness, depression, anxiety, trauma, and substance use. She has completed training in EMDR, ERP, and A-CRA.","General mental health, Anxiety and panic disorders, Life transitions, Personal growth and self-esteem, Trauma and post-traumatic stress disorder (PTSD)","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$80-140,$80,$140,"Delaware, Maryland, New Jersey, Pennsylvania"
Bonnie Fisher,"Psychotherapy, Licensed Psychologist","Bonnie Fisher, PhD is a clinical psychologist who graduated from Temple University. She has 40+ years of experience in a variety of settings. She believes trust and respect in the therapeutic relationship are essential to promoting change, enhancing your enjoyment of life, and finding peace of mind. She works collaboratively to create a safe, nonjudgmental environment.","General mental health, Anxiety and panic disorders, Depression, Life transitions, General relationship challenges (family, friends, co-workers)","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Blue Cross Blue Shield of Massachusetts, including BlueCard Network access, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$80-140,$80,$140,"Delaware, Florida, Maryland"
Precious Spencer,"Medication Management, PMHNP-BC","Precious Spencer is a PMHNP-BC who works with all age groups. She practices general psychiatry with an emphasis on personality disorders, anxiety, depression, ADHD, and binge eating disorders. She works together with you to come up with a treatment plan that is attainable by utilizing both natural remedies and medications to reach your goals.","General mental health, Anxiety and panic disorders, Depression, Nutrition, ADD/ADHD, Trauma and post-traumatic stress disorder (PTSD)","Cigna, Medicare, See your cost estimate",No data,$200-260,$200,$260,"Colorado, Delaware, Florida, Massachusetts, Michigan, Montana, Wyoming"
Christina Piche,"Psychotherapy, LCSW","Christina L. Piche specializes in the treatment of trauma. She believes treatment should be as unique as you are and uses a variety of different methods to meet your goals, including EMDR, cognitive processing therapy, prolonged exposure therapy, and trauma-focused cognitive behavioral therapy. Call or text to get started with your 15-minute free consultation.","General mental health, Anxiety and panic disorders, Depression, General relationship challenges (family, friends, co-workers), Trauma and post-traumatic stress disorder (PTSD)","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, Empire Blue Cross Blue Shield, including BlueCard Network access, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Blue Cross Blue Shield of Massachusetts, including BlueCard Network access, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, See your cost estimate",No data,$140-200,$140,$200,"Delaware, New York"
Jamie Bailey,"Psychotherapy, LCPC, LPCMH","Jamie Bailey is a licensed therapist passionate about helping clients achieve their personal goals from a person-centered perspective. She is licensed in both Delaware and Maryland. Her clients benefit from her warm presence as they work through anxiety, depression, self-image issues, and more. She has experience with various age ranges and populations within the field.","Anxiety and panic disorders, Depression, Personal growth and self-esteem, Marriage and partnerships, Addiction and substance misuse","Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Harvard Pilgrim, Meritain, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Blue Cross Blue Shield of Georgia, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$140-200,$140,$200,"Delaware, Maryland"
Ann Marie Buchanan-Cummings,"Medication Management, NP","Dr. Ann Marie Buchanan is a doctoral-prepared, board-certified psychiatric nurse practitioner who provides medication management with psychotherapy to ages 15 and older. She has experience in evaluating and prescribing medications for many brain disorders, including depression, anxiety, bipolar disorders, trauma, ADHD, and more.","Anxiety and panic disorders, Depression, Bipolar Disorder, Trauma and post-traumatic stress disorder (PTSD), Pregnancy, prenatal, postpartum","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, Empire Blue Cross Blue Shield, including BlueCard Network access, UMR, Oscar, UHC Student Resources, AllSavers UHC, Harvard Pilgrim, Meritain, Blue Cross Blue Shield of Massachusetts, including BlueCard Network access, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,No data,No data,No data,"Colorado, Connecticut, Delaware, Florida, Georgia, Iowa, Maryland, Montana, New Mexico, New York, Oregon, Utah, Vermont, Washington"
